动态大规模实验  K=30, L=9, G=6
[ 29/300] seed= 29 ✗ DLB_JFI=0.839 DLB_JS=0.667 good=9  ETA=14354s
[ 30/300] seed= 30 ✓ DLB_JFI=0.929 DLB_JS=0.761 good=10  ETA=13853s
[ 31/300] seed= 31 ✓ DLB_JFI=0.874 DLB_JS=0.633 good=11  ETA=13384s
[ 32/300] seed= 32 ✓ DLB_JFI=0.924 DLB_JS=0.758 good=12  ETA=13003s
[ 33/300] seed= 33 ✗ DLB_JFI=0.777 DLB_JS=0.691 good=12  ETA=15853s
[ 34/300] seed= 34 ✓ DLB_JFI=0.868 DLB_JS=0.657 good=13  ETA=15350s
[ 35/300] seed= 35 ✗ DLB_JFI=0.806 DLB_JS=0.728 good=13  ETA=15008s
[ 36/300] seed= 36 ✗ DLB_JFI=0.825 DLB_JS=0.565 good=13  ETA=14536s
[ 37/300] seed= 37 ✓ DLB_JFI=0.900 DLB_JS=0.740 good=14  ETA=14108s
[ 38/300] seed= 38 ✗ DLB_JFI=0.790 DLB_JS=0.665 good=14  ETA=13715s
[ 39/300] seed= 39 ✗ DLB_JFI=0.759 DLB_JS=0.720 good=14  ETA=13339s
[ 40/300] seed= 40 ✗ DLB_JFI=0.815 DLB_JS=0.658 good=14  ETA=13042s
[ 41/300] seed= 41 ✗ DLB_JFI=0.935 DLB_JS=0.658 good=14  ETA=14998s
[ 42/300] seed= 42 ✗ DLB_JFI=0.907 DLB_JS=0.627 good=14  ETA=14591s
[ 43/300] seed= 44 ✗ DLB_JFI=0.711 DLB_JS=0.611 good=14  ETA=14335s
[ 44/300] seed= 43 ✓ DLB_JFI=0.887 DLB_JS=0.767 good=15  ETA=13955s
[ 45/300] seed= 45 ✗ DLB_JFI=0.805 DLB_JS=0.348 good=15  ETA=13614s
[ 46/300] seed= 46 ✗ DLB_JFI=0.710 DLB_JS=0.635 good=15  ETA=13286s
[ 47/300] seed= 47 ✗ DLB_JFI=0.928 DLB_JS=0.581 good=15  ETA=12981s
[ 48/300] seed= 48 ✓ DLB_JFI=0.859 DLB_JS=0.730 good=16  ETA=12731s
[ 49/300] seed= 50 ✓ DLB_JFI=0.866 DLB_JS=0.741 good=17  ETA=14157s
[ 50/300] seed= 49 ✓ DLB_JFI=0.915 DLB_JS=0.792 good=18  ETA=13820s
[ 51/300] seed= 51 ✓ DLB_JFI=0.914 DLB_JS=0.823 good=19  ETA=13614s
[ 52/300] seed= 52 ✗ DLB_JFI=0.837 DLB_JS=0.769 good=19  ETA=13301s
[ 53/300] seed= 53 ✓ DLB_JFI=0.854 DLB_JS=0.774 good=20  ETA=13022s
[ 54/300] seed= 54 ✗ DLB_JFI=0.950 DLB_JS=0.481 good=20  ETA=12748s
[ 55/300] seed= 55 ✗ DLB_JFI=0.768 DLB_JS=0.742 good=20  ETA=12484s
[ 56/300] seed= 56 ✓ DLB_JFI=0.842 DLB_JS=0.743 good=21  ETA=12277s
[ 57/300] seed= 58 ✓ DLB_JFI=0.881 DLB_JS=0.785 good=22  ETA=13366s
[ 58/300] seed= 57 ✓ DLB_JFI=0.900 DLB_JS=0.721 good=23  ETA=13082s
[ 59/300] seed= 59 ✗ DLB_JFI=0.943 DLB_JS=0.655 good=23  ETA=12914s
[ 60/300] seed= 60 ✓ DLB_JFI=0.889 DLB_JS=0.763 good=24  ETA=12651s
[ 61/300] seed= 61 ✓ DLB_JFI=0.848 DLB_JS=0.743 good=25  ETA=12414s
[ 62/300] seed= 62 ✓ DLB_JFI=0.871 DLB_JS=0.776 good=26  ETA=12175s
[ 63/300] seed= 63 ✓ DLB_JFI=0.845 DLB_JS=0.729 good=27  ETA=11950s
[ 64/300] seed= 64 ✗ DLB_JFI=0.840 DLB_JS=0.495 good=27  ETA=11782s
[ 65/300] seed= 65 ✗ DLB_JFI=0.691 DLB_JS=0.513 good=27  ETA=12755s
[ 66/300] seed= 66 ✗ DLB_JFI=0.766 DLB_JS=0.692 good=27  ETA=12508s
[ 67/300] seed= 67 ✗ DLB_JFI=0.787 DLB_JS=0.698 good=27  ETA=12381s
[ 68/300] seed= 68 ✓ DLB_JFI=0.886 DLB_JS=0.747 good=28  ETA=12159s
[ 69/300] seed= 69 ✗ DLB_JFI=0.825 DLB_JS=0.510 good=28  ETA=11953s
[ 70/300] seed= 70 ✗ DLB_JFI=0.852 DLB_JS=0.596 good=28  ETA=11746s
[ 71/300] seed= 71 ✓ DLB_JFI=0.846 DLB_JS=0.654 good=29  ETA=11547s
[ 72/300] seed= 72 ✗ DLB_JFI=0.777 DLB_JS=0.568 good=29  ETA=11415s
[ 73/300] seed= 74 ✗ DLB_JFI=0.873 DLB_JS=0.698 good=29  ETA=12226s
[ 74/300] seed= 73 ✓ DLB_JFI=0.934 DLB_JS=0.784 good=30  ETA=12009s
[ 75/300] seed= 75 ✓ DLB_JFI=0.850 DLB_JS=0.589 good=31  ETA=11901s
[ 76/300] seed= 76 ✗ DLB_JFI=0.848 DLB_JS=0.501 good=31  ETA=11711s
[ 77/300] seed= 77 ✗ DLB_JFI=0.856 DLB_JS=0.736 good=31  ETA=11526s
[ 78/300] seed= 78 ✓ DLB_JFI=0.866 DLB_JS=0.762 good=32  ETA=11335s
[ 79/300] seed= 79 ✗ DLB_JFI=0.915 DLB_JS=0.733 good=32  ETA=11156s
[ 80/300] seed= 80 ✗ DLB_JFI=0.894 DLB_JS=0.585 good=32  ETA=11038s
[ 81/300] seed= 81 ✓ DLB_JFI=0.858 DLB_JS=0.783 good=33  ETA=11708s
[ 82/300] seed= 82 ✗ DLB_JFI=0.801 DLB_JS=0.670 good=33  ETA=11515s
[ 83/300] seed= 83 ✗ DLB_JFI=0.768 DLB_JS=0.710 good=33  ETA=11424s
[ 84/300] seed= 84 ✗ DLB_JFI=0.853 DLB_JS=0.626 good=33  ETA=11257s
[ 85/300] seed= 85 ✗ DLB_JFI=0.905 DLB_JS=0.715 good=33  ETA=11089s
[ 86/300] seed= 86 ✓ DLB_JFI=0.923 DLB_JS=0.578 good=34  ETA=10918s
[ 87/300] seed= 87 ✗ DLB_JFI=0.757 DLB_JS=0.711 good=34  ETA=10752s
[ 88/300] seed= 88 ✓ DLB_JFI=0.894 DLB_JS=0.690 good=35  ETA=10648s
[ 89/300] seed= 89 ✗ DLB_JFI=0.700 DLB_JS=0.588 good=35  ETA=11196s
[ 90/300] seed= 90 ✗ DLB_JFI=0.785 DLB_JS=0.622 good=35  ETA=11021s
[ 91/300] seed= 91 ✗ DLB_JFI=0.828 DLB_JS=0.713 good=35  ETA=10946s
[ 92/300] seed= 92 ✓ DLB_JFI=0.868 DLB_JS=0.772 good=36  ETA=10791s
[ 93/300] seed= 93 ✓ DLB_JFI=0.883 DLB_JS=0.656 good=37  ETA=10640s
[ 94/300] seed= 94 ✗ DLB_JFI=0.871 DLB_JS=0.610 good=37  ETA=10485s
[ 95/300] seed= 95 ✗ DLB_JFI=0.824 DLB_JS=0.674 good=37  ETA=10333s
[ 96/300] seed= 96 ✗ DLB_JFI=0.779 DLB_JS=0.649 good=37  ETA=10244s
[ 97/300] seed= 97 ✗ DLB_JFI=0.833 DLB_JS=0.572 good=37  ETA=10687s
[ 98/300] seed= 98 ✗ DLB_JFI=0.821 DLB_JS=0.622 good=37  ETA=10529s
[ 99/300] seed= 99 ✗ DLB_JFI=0.837 DLB_JS=0.592 good=37  ETA=10460s
[100/300] seed=100 ✗ DLB_JFI=0.823 DLB_JS=0.551 good=37  ETA=10320s
[101/300] seed=101 ✓ DLB_JFI=0.917 DLB_JS=0.832 good=38  ETA=10178s
[102/300] seed=102 ✗ DLB_JFI=0.783 DLB_JS=0.421 good=38  ETA=10038s
[103/300] seed=103 ✗ DLB_JFI=0.891 DLB_JS=0.725 good=38  ETA=9898s
[104/300] seed=104 ✗ DLB_JFI=0.669 DLB_JS=0.347 good=38  ETA=9819s
[105/300] seed=105 ✗ DLB_JFI=0.756 DLB_JS=0.623 good=38  ETA=10221s
[106/300] seed=106 ✗ DLB_JFI=0.818 DLB_JS=0.718 good=38  ETA=10074s
[107/300] seed=107 ✗ DLB_JFI=0.790 DLB_JS=0.710 good=38  ETA=10020s
[108/300] seed=108 ✗ DLB_JFI=0.778 DLB_JS=0.663 good=38  ETA=9894s
[109/300] seed=109 ✗ DLB_JFI=0.862 DLB_JS=0.738 good=38  ETA=9766s
[110/300] seed=110 ✗ DLB_JFI=0.943 DLB_JS=0.730 good=38  ETA=9633s
[111/300] seed=111 ✓ DLB_JFI=0.841 DLB_JS=0.745 good=39  ETA=9504s
[112/300] seed=112 ✗ DLB_JFI=0.783 DLB_JS=0.754 good=39  ETA=9434s
[113/300] seed=114 ✗ DLB_JFI=0.863 DLB_JS=0.539 good=39  ETA=9782s
[114/300] seed=113 ✗ DLB_JFI=0.777 DLB_JS=0.439 good=39  ETA=9645s
[115/300] seed=115 ✓ DLB_JFI=0.891 DLB_JS=0.653 good=40  ETA=9601s
[116/300] seed=116 ✗ DLB_JFI=0.798 DLB_JS=0.703 good=40  ETA=9481s
[117/300] seed=117 ✗ DLB_JFI=0.838 DLB_JS=0.550 good=40  ETA=9368s
[118/300] seed=118 ✓ DLB_JFI=0.917 DLB_JS=0.706 good=41  ETA=9241s
[119/300] seed=119 ✗ DLB_JFI=0.800 DLB_JS=0.577 good=41  ETA=9119s
[120/300] seed=120 ✓ DLB_JFI=0.877 DLB_JS=0.801 good=42  ETA=9055s
[121/300] seed=122 ✗ DLB_JFI=0.828 DLB_JS=0.793 good=42  ETA=9352s
[122/300] seed=121 ✗ DLB_JFI=0.808 DLB_JS=0.673 good=42  ETA=9225s
[123/300] seed=123 ✓ DLB_JFI=0.882 DLB_JS=0.776 good=43  ETA=9185s
[124/300] seed=124 ✗ DLB_JFI=0.782 DLB_JS=0.636 good=43  ETA=9073s
[125/300] seed=125 ✗ DLB_JFI=0.772 DLB_JS=0.648 good=43  ETA=8968s
[126/300] seed=126 ✗ DLB_JFI=0.813 DLB_JS=0.713 good=43  ETA=8848s
[127/300] seed=127 ✗ DLB_JFI=0.671 DLB_JS=0.611 good=43  ETA=8735s
[128/300] seed=128 ✓ DLB_JFI=0.896 DLB_JS=0.737 good=44  ETA=8676s
[129/300] seed=129 ✓ DLB_JFI=0.865 DLB_JS=0.607 good=45  ETA=8930s
[130/300] seed=130 ✗ DLB_JFI=0.757 DLB_JS=0.672 good=45  ETA=8811s
[131/300] seed=131 ✗ DLB_JFI=0.767 DLB_JS=0.686 good=45  ETA=8773s
[132/300] seed=132 ✗ DLB_JFI=0.763 DLB_JS=0.631 good=45  ETA=8668s
[133/300] seed=133 ✗ DLB_JFI=0.754 DLB_JS=0.567 good=45  ETA=8570s
[134/300] seed=134 ✗ DLB_JFI=0.787 DLB_JS=0.572 good=45  ETA=8458s
[135/300] seed=135 ✗ DLB_JFI=0.833 DLB_JS=0.742 good=45  ETA=8351s
[136/300] seed=136 ✓ DLB_JFI=0.888 DLB_JS=0.602 good=46  ETA=8295s
[137/300] seed=137 ✗ DLB_JFI=0.815 DLB_JS=0.486 good=46  ETA=8510s
[138/300] seed=138 ✗ DLB_JFI=0.833 DLB_JS=0.539 good=46  ETA=8398s
[139/300] seed=139 ✓ DLB_JFI=0.880 DLB_JS=0.776 good=47  ETA=8362s
[140/300] seed=140 ✗ DLB_JFI=0.839 DLB_JS=0.689 good=47  ETA=8264s
[141/300] seed=141 ✓ DLB_JFI=0.887 DLB_JS=0.633 good=48  ETA=8172s
[142/300] seed=142 ✗ DLB_JFI=0.810 DLB_JS=0.699 good=48  ETA=8065s
[143/300] seed=143 ✗ DLB_JFI=0.898 DLB_JS=0.664 good=48  ETA=7966s
[144/300] seed=144 ✗ DLB_JFI=0.847 DLB_JS=0.559 good=48  ETA=7911s
[145/300] seed=145 ✗ DLB_JFI=0.898 DLB_JS=0.665 good=48  ETA=8093s
[146/300] seed=146 ✗ DLB_JFI=0.909 DLB_JS=0.566 good=48  ETA=7986s
[147/300] seed=147 ✓ DLB_JFI=0.901 DLB_JS=0.512 good=49  ETA=7953s
[148/300] seed=148 ✓ DLB_JFI=0.904 DLB_JS=0.740 good=50  ETA=7860s
[149/300] seed=150 ✗ DLB_JFI=0.885 DLB_JS=0.700 good=50  ETA=7774s
[150/300] seed=149 ✗ DLB_JFI=0.791 DLB_JS=0.582 good=50  ETA=7672s
[151/300] seed=151 ✗ DLB_JFI=0.887 DLB_JS=0.791 good=50  ETA=7577s
[152/300] seed=152 ✓ DLB_JFI=0.840 DLB_JS=0.689 good=51  ETA=7526s
[153/300] seed=154 ✓ DLB_JFI=0.902 DLB_JS=0.603 good=52  ETA=7678s
[154/300] seed=153 ✓ DLB_JFI=0.893 DLB_JS=0.758 good=53  ETA=7577s
[155/300] seed=155 ✓ DLB_JFI=0.875 DLB_JS=0.789 good=54  ETA=7544s
[156/300] seed=156 ✗ DLB_JFI=0.912 DLB_JS=0.728 good=54  ETA=7457s
[157/300] seed=157 ✗ DLB_JFI=0.836 DLB_JS=0.539 good=54  ETA=7375s
[158/300] seed=158 ✗ DLB_JFI=0.781 DLB_JS=0.789 good=54  ETA=7278s
[159/300] seed=159 ✗ DLB_JFI=0.901 DLB_JS=0.626 good=54  ETA=7188s
[160/300] seed=160 ✗ DLB_JFI=0.960 DLB_JS=0.670 good=54  ETA=7138s
[161/300] seed=162 ✓ DLB_JFI=0.966 DLB_JS=0.795 good=55  ETA=7263s
[162/300] seed=161 ✗ DLB_JFI=0.758 DLB_JS=0.591 good=55  ETA=7166s
[163/300] seed=163 ✓ DLB_JFI=0.890 DLB_JS=0.713 good=56  ETA=7136s
[164/300] seed=164 ✓ DLB_JFI=0.870 DLB_JS=0.752 good=57  ETA=7053s
[165/300] seed=165 ✗ DLB_JFI=0.801 DLB_JS=0.505 good=57  ETA=6974s
[166/300] seed=166 ✓ DLB_JFI=0.887 DLB_JS=0.802 good=58  ETA=6882s
[167/300] seed=167 ✗ DLB_JFI=0.804 DLB_JS=0.656 good=58  ETA=6796s
[168/300] seed=168 ✓ DLB_JFI=0.914 DLB_JS=0.700 good=59  ETA=6748s
[169/300] seed=170 ✓ DLB_JFI=0.922 DLB_JS=0.757 good=60  ETA=6848s
[170/300] seed=169 ✗ DLB_JFI=0.762 DLB_JS=0.476 good=60  ETA=6756s
[171/300] seed=171 ✗ DLB_JFI=0.853 DLB_JS=0.698 good=60  ETA=6723s
[172/300] seed=172 ✓ DLB_JFI=0.900 DLB_JS=0.731 good=61  ETA=6643s
[173/300] seed=173 ✗ DLB_JFI=0.818 DLB_JS=0.709 good=61  ETA=6567s
[174/300] seed=174 ✗ DLB_JFI=0.739 DLB_JS=0.612 good=61  ETA=6479s
[175/300] seed=175 ✗ DLB_JFI=0.936 DLB_JS=0.672 good=61  ETA=6397s
[176/300] seed=176 ✗ DLB_JFI=0.785 DLB_JS=0.728 good=61  ETA=6348s
[177/300] seed=177 ✗ DLB_JFI=0.692 DLB_JS=0.634 good=61  ETA=6425s
[178/300] seed=178 ✗ DLB_JFI=0.862 DLB_JS=0.523 good=61  ETA=6338s
[179/300] seed=179 ✗ DLB_JFI=0.882 DLB_JS=0.563 good=61  ETA=6308s
[180/300] seed=180 ✓ DLB_JFI=0.903 DLB_JS=0.718 good=62  ETA=6231s
[181/300] seed=181 ✗ DLB_JFI=0.786 DLB_JS=0.665 good=62  ETA=6159s
[182/300] seed=182 ✗ DLB_JFI=0.837 DLB_JS=0.553 good=62  ETA=6075s
[183/300] seed=183 ✓ DLB_JFI=0.848 DLB_JS=0.632 good=63  ETA=5997s
[184/300] seed=184 ✗ DLB_JFI=0.822 DLB_JS=0.577 good=63  ETA=5951s
[185/300] seed=185 ✓ DLB_JFI=0.864 DLB_JS=0.639 good=64  ETA=6010s
[186/300] seed=186 ✗ DLB_JFI=0.819 DLB_JS=0.528 good=64  ETA=5927s
[187/300] seed=187 ✓ DLB_JFI=0.911 DLB_JS=0.831 good=65  ETA=5896s
[188/300] seed=188 ✗ DLB_JFI=0.777 DLB_JS=0.735 good=65  ETA=5823s
[189/300] seed=189 ✗ DLB_JFI=0.790 DLB_JS=0.682 good=65  ETA=5753s
[190/300] seed=190 ✗ DLB_JFI=0.788 DLB_JS=0.675 good=65  ETA=5673s
[191/300] seed=191 ✗ DLB_JFI=0.787 DLB_JS=0.662 good=65  ETA=5597s
[192/300] seed=192 ✓ DLB_JFI=0.883 DLB_JS=0.728 good=66  ETA=5551s
[193/300] seed=193 ✗ DLB_JFI=0.746 DLB_JS=0.639 good=66  ETA=5594s
[194/300] seed=194 ✗ DLB_JFI=0.934 DLB_JS=0.798 good=66  ETA=5514s
[195/300] seed=195 ✓ DLB_JFI=0.845 DLB_JS=0.780 good=67  ETA=5482s
[196/300] seed=196 ✓ DLB_JFI=0.922 DLB_JS=0.771 good=68  ETA=5412s
[197/300] seed=197 ✓ DLB_JFI=0.887 DLB_JS=0.749 good=69  ETA=5344s
[198/300] seed=198 ✗ DLB_JFI=0.798 DLB_JS=0.712 good=69  ETA=5267s
[199/300] seed=199 ✗ DLB_JFI=0.784 DLB_JS=0.625 good=69  ETA=5195s
[200/300] seed=200 ✗ DLB_JFI=0.827 DLB_JS=0.627 good=69  ETA=5149s
[201/300] seed=201 ✗ DLB_JFI=0.724 DLB_JS=0.572 good=69  ETA=5176s
[202/300] seed=202 ✗ DLB_JFI=0.735 DLB_JS=0.422 good=69  ETA=5100s
[203/300] seed=203 ✗ DLB_JFI=0.785 DLB_JS=0.668 good=69  ETA=5068s
[204/300] seed=204 ✓ DLB_JFI=0.924 DLB_JS=0.812 good=70  ETA=4999s
[205/300] seed=205 ✓ DLB_JFI=0.867 DLB_JS=0.615 good=71  ETA=4934s
[206/300] seed=206 ✗ DLB_JFI=0.923 DLB_JS=0.766 good=71  ETA=4860s
[207/300] seed=207 ✗ DLB_JFI=0.761 DLB_JS=0.620 good=71  ETA=4790s
[208/300] seed=208 ✓ DLB_JFI=0.918 DLB_JS=0.691 good=72  ETA=4745s
[209/300] seed=209 ✓ DLB_JFI=0.903 DLB_JS=0.561 good=73  ETA=4760s
[210/300] seed=210 ✓ DLB_JFI=0.869 DLB_JS=0.679 good=74  ETA=4685s
[211/300] seed=211 ✗ DLB_JFI=0.816 DLB_JS=0.699 good=74  ETA=4652s
[212/300] seed=212 ✓ DLB_JFI=0.901 DLB_JS=0.629 good=75  ETA=4587s
[213/300] seed=213 ✗ DLB_JFI=0.721 DLB_JS=0.704 good=75  ETA=4523s
[214/300] seed=214 ✗ DLB_JFI=0.897 DLB_JS=0.629 good=75  ETA=4452s
[215/300] seed=215 ✗ DLB_JFI=0.715 DLB_JS=0.679 good=75  ETA=4384s
[216/300] seed=216 ✗ DLB_JFI=0.786 DLB_JS=0.742 good=75  ETA=4339s
[217/300] seed=218 ✗ DLB_JFI=0.834 DLB_JS=0.686 good=75  ETA=4343s
[218/300] seed=217 ✗ DLB_JFI=0.907 DLB_JS=0.669 good=75  ETA=4271s
[219/300] seed=219 ✗ DLB_JFI=0.830 DLB_JS=0.741 good=75  ETA=4238s
[220/300] seed=220 ✓ DLB_JFI=0.873 DLB_JS=0.758 good=76  ETA=4174s
[221/300] seed=221 ✗ DLB_JFI=0.757 DLB_JS=0.687 good=76  ETA=4112s
[222/300] seed=222 ✗ DLB_JFI=0.843 DLB_JS=0.479 good=76  ETA=4043s
[223/300] seed=223 ✗ DLB_JFI=0.800 DLB_JS=0.745 good=76  ETA=3976s
[224/300] seed=224 ✗ DLB_JFI=0.808 DLB_JS=0.510 good=76  ETA=3932s
[225/300] seed=225 ✓ DLB_JFI=0.868 DLB_JS=0.575 good=77  ETA=3926s
[226/300] seed=226 ✗ DLB_JFI=0.782 DLB_JS=0.575 good=77  ETA=3857s
[227/300] seed=227 ✓ DLB_JFI=0.888 DLB_JS=0.670 good=78  ETA=3823s
[228/300] seed=228 ✗ DLB_JFI=0.884 DLB_JS=0.603 good=78  ETA=3760s
[229/300] seed=229 ✗ DLB_JFI=0.860 DLB_JS=0.655 good=78  ETA=3700s
[230/300] seed=230 ✗ DLB_JFI=0.821 DLB_JS=0.518 good=78  ETA=3634s
[231/300] seed=231 ✗ DLB_JFI=0.822 DLB_JS=0.740 good=78  ETA=3568s
[232/300] seed=232 ✓ DLB_JFI=0.912 DLB_JS=0.809 good=79  ETA=3524s
[233/300] seed=233 ✓ DLB_JFI=0.903 DLB_JS=0.722 good=80  ETA=3510s
[234/300] seed=234 ✗ DLB_JFI=0.843 DLB_JS=0.437 good=80  ETA=3443s
[235/300] seed=235 ✗ DLB_JFI=0.855 DLB_JS=0.678 good=80  ETA=3407s
[236/300] seed=236 ✓ DLB_JFI=0.841 DLB_JS=0.595 good=81  ETA=3346s
[237/300] seed=237 ✗ DLB_JFI=0.901 DLB_JS=0.705 good=81  ETA=3287s
[238/300] seed=238 ✗ DLB_JFI=0.741 DLB_JS=0.683 good=81  ETA=3223s
[239/300] seed=239 ✗ DLB_JFI=0.875 DLB_JS=0.546 good=81  ETA=3160s
[240/300] seed=240 ✗ DLB_JFI=0.740 DLB_JS=0.564 good=81  ETA=3114s
[241/300] seed=241 ✗ DLB_JFI=0.772 DLB_JS=0.599 good=81  ETA=3093s
[242/300] seed=242 ✗ DLB_JFI=0.732 DLB_JS=0.681 good=81  ETA=3028s
[243/300] seed=243 ✗ DLB_JFI=0.848 DLB_JS=0.706 good=81  ETA=2991s
[244/300] seed=244 ✗ DLB_JFI=0.776 DLB_JS=0.665 good=81  ETA=2931s
[245/300] seed=245 ✓ DLB_JFI=0.883 DLB_JS=0.825 good=82  ETA=2873s
[246/300] seed=246 ✗ DLB_JFI=0.811 DLB_JS=0.774 good=82  ETA=2810s
[247/300] seed=247 ✗ DLB_JFI=0.899 DLB_JS=0.554 good=82  ETA=2749s
[248/300] seed=248 ✗ DLB_JFI=0.824 DLB_JS=0.691 good=82  ETA=2702s
[249/300] seed=249 ✗ DLB_JFI=0.816 DLB_JS=0.655 good=82  ETA=2673s
[250/300] seed=250 ✗ DLB_JFI=0.829 DLB_JS=0.731 good=82  ETA=2611s
[251/300] seed=251 ✗ DLB_JFI=0.764 DLB_JS=0.546 good=82  ETA=2572s
[252/300] seed=252 ✓ DLB_JFI=0.927 DLB_JS=0.817 good=83  ETA=2513s
[253/300] seed=253 ✗ DLB_JFI=0.950 DLB_JS=0.663 good=83  ETA=2456s
[254/300] seed=254 ✗ DLB_JFI=0.783 DLB_JS=0.709 good=83  ETA=2396s
[255/300] seed=255 ✗ DLB_JFI=0.634 DLB_JS=0.542 good=83  ETA=2336s
[256/300] seed=256 ✗ DLB_JFI=0.816 DLB_JS=0.767 good=83  ETA=2289s
[257/300] seed=257 ✗ DLB_JFI=0.925 DLB_JS=0.506 good=83  ETA=2256s
[258/300] seed=258 ✗ DLB_JFI=0.883 DLB_JS=0.760 good=83  ETA=2195s
[259/300] seed=259 ✗ DLB_JFI=0.812 DLB_JS=0.642 good=83  ETA=2154s
[260/300] seed=260 ✗ DLB_JFI=0.796 DLB_JS=0.569 good=83  ETA=2097s
[261/300] seed=261 ✗ DLB_JFI=0.780 DLB_JS=0.718 good=83  ETA=2040s
[262/300] seed=262 ✗ DLB_JFI=0.827 DLB_JS=0.644 good=83  ETA=1982s
[263/300] seed=263 ✓ DLB_JFI=0.889 DLB_JS=0.586 good=84  ETA=1924s
[264/300] seed=264 ✗ DLB_JFI=0.909 DLB_JS=0.631 good=84  ETA=1876s
[265/300] seed=265 ✓ DLB_JFI=0.875 DLB_JS=0.734 good=85  ETA=1838s
[266/300] seed=266 ✗ DLB_JFI=0.849 DLB_JS=0.594 good=85  ETA=1778s
[267/300] seed=267 ✓ DLB_JFI=0.869 DLB_JS=0.743 good=86  ETA=1735s
[268/300] seed=268 ✗ DLB_JFI=0.814 DLB_JS=0.600 good=86  ETA=1679s
[269/300] seed=269 ✗ DLB_JFI=0.829 DLB_JS=0.569 good=86  ETA=1624s
[270/300] seed=270 ✓ DLB_JFI=0.845 DLB_JS=0.645 good=87  ETA=1567s
[271/300] seed=271 ✓ DLB_JFI=0.894 DLB_JS=0.722 good=88  ETA=1510s
[272/300] seed=272 ✗ DLB_JFI=0.940 DLB_JS=0.766 good=88  ETA=1462s
[273/300] seed=273 ✓ DLB_JFI=0.941 DLB_JS=0.773 good=89  ETA=1419s
[274/300] seed=274 ✗ DLB_JFI=0.726 DLB_JS=0.569 good=89  ETA=1361s
[275/300] seed=275 ✗ DLB_JFI=0.781 DLB_JS=0.708 good=89  ETA=1316s
[276/300] seed=276 ✓ DLB_JFI=0.954 DLB_JS=0.833 good=90  ETA=1261s
[277/300] seed=277 ✗ DLB_JFI=0.936 DLB_JS=0.566 good=90  ETA=1206s
